"codigo_vn","hora","numero de factura","dinero_generado","codigo_ep","codigo_cl","codigo_mc","precio","date","origen"
"VNjun19   ","21:00                                             ","2019_6_758                                        ",15,"p03       ","cl04      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_758                                        ",15,"p03       ","cl04      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_758                                        ",15,"p03       ","cl04      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_759                                        ",15,"p05       ","cl02      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_760                                        ",15,"p03       ","cl11      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_760                                        ",15,"p03       ","cl11      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_761                                        ",15,"p01       ","cl15      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_761                                        ",15,"p01       ","cl15      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_761                                        ",15,"p01       ","cl15      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_762                                        ",15,"p06       ","cl05      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_763                                        ",15,"p02       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_763                                        ",15,"p02       ","cl14      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_764                                        ",15,"p02       ","cl07      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_764                                        ",15,"p02       ","cl07      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_764                                        ",15,"p02       ","cl07      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_765                                        ",15,"p01       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_766                                        ",15,"p04       ","cl09      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_766                                        ",15,"p04       ","cl09      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_767                                        ",15,"p05       ","cl13      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_767                                        ",15,"p05       ","cl13      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_767                                        ",15,"p05       ","cl13      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_768                                        ",15,"p03       ","cl01      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_769                                        ",15,"p04       ","cl06      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_769                                        ",15,"p04       ","cl06      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_770                                        ",15,"p03       ","cl13      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_770                                        ",15,"p03       ","cl13      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_770                                        ",15,"p03       ","cl13      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_771                                        ",15,"p01       ","cl15      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_772                                        ",15,"p02       ","cl01      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_772                                        ",15,"p02       ","cl01      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_773                                        ",15,"p06       ","cl06      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_773                                        ",15,"p06       ","cl06      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_773                                        ",15,"p06       ","cl06      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_774                                        ",15,"p05       ","cl10      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_775                                        ",15,"p05       ","cl06      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_775                                        ",15,"p05       ","cl06      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_776                                        ",15,"p05       ","cl09      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_776                                        ",15,"p05       ","cl09      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_776                                        ",15,"p05       ","cl09      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_777                                        ",15,"p02       ","cl10      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_778                                        ",15,"p01       ","cl03      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_778                                        ",15,"p01       ","cl03      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_779                                        ",15,"p01       ","cl13      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_779                                        ",15,"p01       ","cl13      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_779                                        ",15,"p01       ","cl13      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_780                                        ",15,"p06       ","cl07      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_781                                        ",15,"p01       ","cl11      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_781                                        ",15,"p01       ","cl11      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_782                                        ",15,"p04       ","cl14      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_782                                        ",15,"p04       ","cl14      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_782                                        ",15,"p04       ","cl14      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_783                                        ",15,"p04       ","cl07      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_784                                        ",15,"p05       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_784                                        ",15,"p05       ","cl14      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_785                                        ",15,"p03       ","cl15      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_785                                        ",15,"p03       ","cl15      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_785                                        ",15,"p03       ","cl15      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_786                                        ",15,"p06       ","cl09      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_787                                        ",15,"p03       ","cl13      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","9:00                                              ","2019_6_787                                        ",15,"p03       ","cl13      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_788                                        ",15,"p05       ","cl14      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_788                                        ",15,"p05       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_788                                        ",15,"p05       ","cl14      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_789                                        ",15,"p03       ","cl13      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_790                                        ",15,"p02       ","cl06      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_790                                        ",15,"p02       ","cl06      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_791                                        ",15,"p05       ","cl02      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_791                                        ",15,"p05       ","cl02      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","2:00                                              ","2019_6_791                                        ",15,"p05       ","cl02      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_792                                        ",15,"p04       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_793                                        ",15,"p05       ","cl08      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_793                                        ",15,"p05       ","cl08      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_794                                        ",15,"p03       ","cl15      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_794                                        ",15,"p03       ","cl15      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_794                                        ",15,"p03       ","cl15      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_795                                        ",15,"p03       ","cl05      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_796                                        ",15,"p04       ","cl05      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_796                                        ",15,"p04       ","cl05      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_797                                        ",15,"p03       ","cl10      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_797                                        ",15,"p03       ","cl10      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_797                                        ",15,"p03       ","cl10      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_798                                        ",15,"p06       ","cl12      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_799                                        ",15,"p03       ","cl01      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_799                                        ",15,"p03       ","cl01      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_800                                        ",15,"p06       ","cl06      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_800                                        ",15,"p06       ","cl06      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","17:00                                             ","2019_6_800                                        ",15,"p06       ","cl06      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_801                                        ",15,"p01       ","cl07      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_802                                        ",15,"p04       ","cl12      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_802                                        ",15,"p04       ","cl12      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_803                                        ",15,"p02       ","cl14      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_803                                        ",15,"p02       ","cl14      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_803                                        ",15,"p02       ","cl14      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_804                                        ",15,"p04       ","cl15      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_805                                        ",15,"p06       ","cl04      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_805                                        ",15,"p06       ","cl04      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_806                                        ",15,"p06       ","cl01      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_806                                        ",15,"p06       ","cl01      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_806                                        ",15,"p06       ","cl01      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_807                                        ",15,"p02       ","cl13      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_808                                        ",15,"p06       ","cl13      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_808                                        ",15,"p06       ","cl13      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_809                                        ",15,"p03       ","cl13      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_809                                        ",15,"p03       ","cl13      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_809                                        ",15,"p03       ","cl13      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_810                                        ",15,"p04       ","cl09      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_811                                        ",15,"p04       ","cl13      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_811                                        ",15,"p04       ","cl13      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_812                                        ",15,"p03       ","cl02      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_812                                        ",15,"p03       ","cl02      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","5:00                                              ","2019_6_812                                        ",15,"p03       ","cl02      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_813                                        ",15,"p02       ","cl13      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_814                                        ",15,"p01       ","cl10      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_814                                        ",15,"p01       ","cl10      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_815                                        ",15,"p05       ","cl12      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_815                                        ",15,"p05       ","cl12      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_815                                        ",15,"p05       ","cl12      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_816                                        ",15,"p06       ","cl15      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_817                                        ",15,"p05       ","cl15      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_817                                        ",15,"p05       ","cl15      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_818                                        ",15,"p04       ","cl01      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_818                                        ",15,"p04       ","cl01      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_818                                        ",15,"p04       ","cl01      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_819                                        ",15,"p02       ","cl12      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_820                                        ",15,"p05       ","cl10      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_820                                        ",15,"p05       ","cl10      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_821                                        ",15,"p06       ","cl07      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_821                                        ",15,"p06       ","cl07      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_821                                        ",15,"p06       ","cl07      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_822                                        ",15,"p01       ","cl03      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_823                                        ",15,"p04       ","cl09      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_823                                        ",15,"p04       ","cl09      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_824                                        ",15,"p02       ","cl08      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_824                                        ",15,"p02       ","cl08      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_824                                        ",15,"p02       ","cl08      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_825                                        ",15,"p02       ","cl13      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_826                                        ",15,"p06       ","cl01      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","1:00                                              ","2019_6_826                                        ",15,"p06       ","cl01      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_827                                        ",15,"p02       ","cl09      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_827                                        ",15,"p02       ","cl09      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_827                                        ",15,"p02       ","cl09      ","mc07      ",290,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","00:00                                             ","2019_6_828                                        ",15,"p03       ","cl13      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_829                                        ",15,"p06       ","cl04      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_829                                        ",15,"p06       ","cl04      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_830                                        ",15,"p02       ","cl14      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_830                                        ",15,"p02       ","cl14      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_830                                        ",15,"p02       ","cl14      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_831                                        ",15,"p03       ","cl15      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_832                                        ",15,"p06       ","cl05      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","16:00                                             ","2019_6_832                                        ",15,"p06       ","cl05      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_833                                        ",15,"p06       ","cl14      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_833                                        ",15,"p06       ","cl14      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","3:00                                              ","2019_6_833                                        ",15,"p06       ","cl14      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","4:00                                              ","2019_6_834                                        ",15,"p05       ","cl13      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_835                                        ",15,"p02       ","cl07      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_835                                        ",15,"p02       ","cl07      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_836                                        ",15,"p06       ","cl06      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_836                                        ",15,"p06       ","cl06      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","22:00                                             ","2019_6_836                                        ",15,"p06       ","cl06      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_837                                        ",15,"p04       ","cl01      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_838                                        ",15,"p05       ","cl02      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_838                                        ",15,"p05       ","cl02      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_839                                        ",15,"p01       ","cl03      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_839                                        ",15,"p01       ","cl03      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","8:00                                              ","2019_6_839                                        ",15,"p01       ","cl03      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_840                                        ",15,"p03       ","cl10      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_841                                        ",15,"p06       ","cl07      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","15:00                                             ","2019_6_841                                        ",15,"p06       ","cl07      ","mc01      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_842                                        ",15,"p04       ","cl05      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_842                                        ",15,"p04       ","cl05      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","18:00                                             ","2019_6_842                                        ",15,"p04       ","cl05      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","12:00                                             ","2019_6_843                                        ",15,"p02       ","cl14      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_844                                        ",15,"p02       ","cl05      ","mc06      ",250,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","21:00                                             ","2019_6_844                                        ",15,"p02       ","cl05      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_845                                        ",15,"p06       ","cl14      ","mc11      ",400,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_845                                        ",15,"p06       ","cl14      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","14:00                                             ","2019_6_845                                        ",15,"p06       ","cl14      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","7:00                                              ","2019_6_846                                        ",15,"p03       ","cl15      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_847                                        ",15,"p04       ","cl06      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_847                                        ",15,"p04       ","cl06      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_848                                        ",15,"p05       ","cl14      ","mc04      ",20,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_848                                        ",15,"p05       ","cl14      ","mc12      ",500,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","10:00                                             ","2019_6_848                                        ",15,"p05       ","cl14      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","19:00                                             ","2019_6_849                                        ",15,"p06       ","cl07      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_850                                        ",15,"p04       ","cl03      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","11:00                                             ","2019_6_850                                        ",15,"p04       ","cl03      ","mc10      ",205,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_851                                        ",15,"p05       ","cl07      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_851                                        ",15,"p05       ","cl07      ","mc03      ",150,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","20:00                                             ","2019_6_851                                        ",15,"p05       ","cl07      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","13:00                                             ","2019_6_852                                        ",15,"p03       ","cl13      ","mc08      ",510,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_853                                        ",15,"p04       ","cl03      ","mc09      ",125,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","23:00                                             ","2019_6_853                                        ",15,"p04       ","cl03      ","mc05      ",10,"2019-06-03","farmacia_amarilla                                 "
"VNjun19   ","6:00                                              ","2019_6_854                                        ",15,"p02       ","cl07      ","mc02      ",200,"2019-06-03","farmacia_amarilla                                 "
